num_features,features,val_mae,val_rmse,val_r2
2,"avg_age_diff, total_value_diff",1.240876641776833,1.6097936881620871,0.22631927422745665
2,"alt_diff, avg_per_player_diff",1.2434946514818976,1.6111160587131823,0.22446890010167853
2,"alt_diff, total_value_diff",1.243491136055427,1.6112803131848912,0.22432149650234914
3,"alt_diff, total_value_diff, avg_per_player_diff",1.251371401717867,1.6123244340409422,0.22272149161742938
4,"alt_diff, avg_age_diff, total_value_diff, avg_per_player_diff",1.2543956691275036,1.6163473710404153,0.21904204513997835
3,"alt_diff, avg_age_diff, avg_per_player_diff",1.2464191829418545,1.6165065453736975,0.21943628046220898
3,"alt_diff, avg_age_diff, total_value_diff",1.2463942764387042,1.6166685465340997,0.21928982845428943
2,"humid_diff, avg_per_player_diff",1.246815779629098,1.6175360662779972,0.21888524987759245
2,"humid_diff, total_value_diff",1.2468238916634145,1.6176891167569292,0.21874704833507386
3,"humid_diff, total_value_diff, avg_per_player_diff",1.2543957625478905,1.6185460621134629,0.21729870506035057
3,"humid_diff, avg_age_diff, avg_per_player_diff",1.2491750064045704,1.6216543080107448,0.21509693354040235
3,"humid_diff, avg_age_diff, total_value_diff",1.2491672091594948,1.621805180997101,0.21496020200250499
4,"humid_diff, avg_age_diff, total_value_diff, avg_per_player_diff",1.2568399933480983,1.6220740517615762,0.21410631757707055
3,"alt_diff, humid_diff, avg_per_player_diff",1.2511118253291447,1.6236426553166379,0.2126837449030682
3,"alt_diff, humid_diff, total_value_diff",1.2511158639901077,1.623795292296882,0.21254550550473705
4,"alt_diff, humid_diff, total_value_diff, avg_per_player_diff",1.258875166208186,1.6247606847699247,0.21105304052770746
4,"alt_diff, humid_diff, avg_age_diff, avg_per_player_diff",1.2543473658926814,1.6282728451298791,0.20826941796594162
5,"alt_diff, humid_diff, avg_age_diff, total_value_diff, avg_per_player_diff",1.262146152998085,1.628360744912745,0.20765658587621452
4,"alt_diff, humid_diff, avg_age_diff, total_value_diff",1.2543451941185086,1.6284245953231573,0.20813131683996222
2,"alt_diff, avg_age_diff",1.4312789031115982,1.8660104458885665,-0.02456164000653801
1,avg_age_diff,1.4319109164390336,1.8665765257221136,-0.023753158423730634
3,"alt_diff, humid_diff, avg_age_diff",1.4377257223345086,1.875409544238527,-0.033472962153520566
2,"humid_diff, avg_age_diff",1.439123262556617,1.8778031573398841,-0.03461084491384619
1,alt_diff,1.4547371942569196,1.8893885614610086,-0.05180720494748213
1,humid_diff,1.4624047760380088,1.892467238987765,-0.051864790506266675
2,"alt_diff, humid_diff",1.4691602158320745,1.8928073661283857,-0.05354144483300855
